"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-05-23",,"86","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-05-24",,"84","91","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-05-25",,"85","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-05-26",,"84","92","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-05-27",,"84","90","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-05-28",,"84","94","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-05-29",,"85","94",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-05-30",,"85","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-05-31",,"83","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-01",,"83","89","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-02",,"84","92","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-03",,"86","90","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-04",,"84","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-05",,"84","89","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-06",,"82","89","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-07",,"84","90","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-08",,"82","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-09",,"84","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-10",,"82","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-11",,"84","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-12",,"83","90","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-13",,"83","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-14",,"78","84","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-15",,"78","86",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-16",,"82","91","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-17",,"84","91","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-18",,"84","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-19",,"83","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-20",,"82","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-21",,"83","91","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-22",,"82",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-23",,"83","92","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-24",,"83","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-25",,"85","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-26",,"84","93","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-27",,"83","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-28",,"84","91","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-29",,"84","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-06-30",,"84","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-01",,"83","88","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-02",,"83","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-03",,"84","92","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-04",,"83","89","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-05",,"82","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-06",,"84","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-07",,"83",,"76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-08",,"84","92","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-09",,"84","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-10",,"84","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-11",,"83","89","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-12",,"84","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-13",,"83","90","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-14",,"83","89","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-15",,"83",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-16",,"82","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-17",,"83","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-18",,"84","92","74"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-19",,"83","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-20",,"81",,
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-21",,"83","89","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-22",,"83","87","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-23",,"82","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-24",,"82","89","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-25",,"83","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-26",,"84","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-27",,"82","87","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-28",,"83","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-29",,"81","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-30",,"83","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-07-31",,"83","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-01",,"84","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-02",,"82","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-03",,"82","89","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-04",,"83",,"76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-05",,"83","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-06",,"83","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-07",,"82","93",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-08",,"83","93","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-09",,"85","93","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-10",,"82","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-11",,"83","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-12",,"82","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-13",,"81","87","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-14",,"84","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-15",,"83","89","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-16",,"83","90","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-17",,"83",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-18",,"84","94","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-19",,"85","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-20",,"83","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-21",,"84","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-22",,"84","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-23",,"85","90","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-24",,"83","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-25",,"84","90","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-26",,"84","90","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-27",,"84","93",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-28",,"82","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-29",,"83","89","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-30",,"82","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-08-31",,"82",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-01",,"84","90","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-02",,"86",,
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-03",,"83","88","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-04",,"84","91","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-05",,"85",,"79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-06",,"84","90","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-07",,"83","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-08",,"83","90","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-09",,"83","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-10",,"85","94","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-11",,"84","91","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-12",,"84","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-13",,"85","93","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-14",,"82",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-15",,"84","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-16",,"84","90","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-17",,"84","90","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-18",,"85","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-19",,"86","91","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-20",,"85","93","81"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-21",,"85","92","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-22",,"84","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-23",,"85","94","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-24",,"83","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-25",,"83","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-26",,"83","92","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-27",,"86","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-28",,"85","91","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-29",,"85","90","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-09-30",,"84","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-01",,"82","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-02",,"84","92","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-03",,"86","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-04",,"84","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-05",,"83","89","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-06",,"84","90","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-07",,"85","91","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-08",,"83",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-09",,"86","91","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-10",,"85","94","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-11",,"84",,"80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-12",,"86","94",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-13",,"86","94","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-14",,"84","92","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-15",,"85","93",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-16",,"85","91","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-17",,"84","92","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-18",,"86","92","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-19",,"85","93",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-20",,"86","94","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-21",,"86","94",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-22",,"85","92","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-23",,"81","86",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-24",,"82",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-25",,"83","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-26",,"84","91","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-27",,"83","88","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-28",,"80","87",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-29",,"82","89","73"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-30",,"84",,
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-10-31",,"85","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-01",,"84","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-02",,"83","89","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-03",,"83","89","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-04",,"81","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-05",,"81","87","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-06",,"83","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-07",,"82",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-08",,"81",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-09",,"83","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-10",,"80","86",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-11",,"84","91","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-12",,"84","90","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-13",,"85","91","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-14",,"85","91","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-15",,"83","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-16",,"82","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-17",,"82",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-18",,"78","85",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-19",,"80","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-20",,"83","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-21",,"83","89","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-22",,"84","88","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-23",,"84",,
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-24",,"80","85","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-25",,"85","95","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-26",,"80","87",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-27",,"84","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-28",,"86",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-29",,"85",,
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-11-30",,"82","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-01",,"83","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-02",,"82",,
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-03",,"83","89","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-04",,"85",,
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-05",,"83","90","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-06",,"83","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-07",,"83","92","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-08",,"83","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-09",,"82","87",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-10",,"81","86","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-11",,"79","85",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-12",,"81","89","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-13",,"83","89","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-14",,"82","88","74"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-15",,"81","87","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-16",,"82","89","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-17",,"82","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-18",,"83","96","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-19",,"83","88","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-20",,"80","81",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-21",,"81","85","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-22",,"82","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-23",,"79","83","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-24",,"83","90","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-25",,"81","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-26",,"82","87","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-27",,"82","89","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-28",,"83",,"79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-29",,"80","87",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-30",,"82","89","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2008-12-31",,"83","88","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-01",,"82",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-02",,"83","89","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-03",,"84",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-04",,"84","92","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-05",,"84","92","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-06",,"80","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-07",,"82","87","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-08",,"80","87",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-09",,"79","82","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-10",,"80","84","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-11",,"78","83","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-12",,"78","82","74"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-13",,"79","83","74"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-14",,"79","83","74"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-15",,"80",,"76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-16",,"80",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-17",,"82",,"76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-18",,"83","87","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-19",,"83","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-20",,"82","86","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-21",,"82","88","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-22",,"82","87","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-23",,"83","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-24",,"82",,
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-25",,"82","89","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-26",,"80","82","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-27",,"80","83","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-28",,"82","87",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-29",,"81","87",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-30",,"79","85",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-01-31",,"78","84","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-01",,"79",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-02",,"78","82","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-03",,"79","86",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-04",,"78",,"75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-05",,"80","85",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-06",,"79","83",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-07",,"79","83","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-08",,"80","86","71"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-09",,"82","86","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-11",,"78","87",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-12",,"80","87","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-13",,"82","90","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-14",,"82","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-15",,"81",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-16",,"81","85","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-17",,"82","89","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-18",,"81","85","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-19",,"82","89","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-20",,"80",,
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-21",,"82","88","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-22",,"81","87","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-23",,"80","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-24",,"83","90","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-25",,"83","88","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-26",,"83",,"79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-27",,"80","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-02-28",,"80",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-01",,"82","88","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-02",,"85",,"77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-03",,"85","92","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-04",,"84","89",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-05",,"81","90","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-06",,"85","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-07",,"83","90","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-08",,"85","92","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-09",,"82","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-10",,"81","87","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-11",,"83","90","76"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-13",,"82","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-14",,"81",,"78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-15",,"83","90",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-16",,"85","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-17",,"86","93","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-19",,"84","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-20",,"85","90","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-21",,"82","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-22",,"84","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-23",,"80","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-24",,"84","91","75"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-25",,"83","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-26",,"82","88",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-27",,"84","90","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-28",,"83","90","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-29",,"84",,"79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-30",,"84","91","77"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-03-31",,"85","92","79"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-04-01",,"83","90","80"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-04-02",,"85","91","78"
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-04-03",,"85","91",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-04-04",,"82","92",
"IDM00096741","JAKARTA TANJUNG PRIOK, ID","2009-04-05",,"82","87",
